Record.Num	Patch.CT	Patch.Num	UniquePatch.num	TransectColor	Clip.Label	Distance	Clip.AB	AreaBefore	AreaAfter	BiteYN	BiteYN.Corrected
417	Belize	7	7	Blue	20a	20	a	6.012	5.88	n	N
418	Belize	7	7	Blue	20b	20	b	7.535	7.281	n	N
419	Belize	7	7	Pink	0a	0	a	8.125	7.581	n	N
420	Belize	7	7	Pink	0b	0	b	6.94	6.326	n	N
421	Belize	7	7	Pink	2a	2	a	9.263	8.341	n	N
422	Belize	7	7	Pink	2b	2	b	7.197	6.201	n	N
423	Belize	7	7	Pink	4a	4	a	8.233	4.807	n	N
424	Belize	7	7	Pink	4b	4	b	7.455	6.682	n	N
425	Belize	7	7	Pink	6a	6	a	8.533	7.561	n	N
426	Belize	7	7	Pink	6b	6	b	7.75	6.512	n	N
427	Belize	7	7	Pink	8a	8	a	7.326	6.198	n	N
428	Belize	7	7	Pink	8b	8	b	7.346	7.21	n	N
429	Belize	7	7	Pink	10a	10	a	8.074	7.514	y	Y
430	Belize	7	7	Pink	10b	10	b	8.919	NA	lost	NA
431	Belize	7	7	Pink	12a	12	a	5.588	6.228	n	N
432	Belize	7	7	Pink	12b	12	b	8.341	8.88	n	N
433	Belize	7	7	Pink	14a	14	a	7.851	8.511	n	N
434	Belize	7	7	Pink	14b	14	b	8.636	6.129	y	Y
435	Belize	7	7	Pink	16a	16	a	8.32	8.64	n	N
436	Belize	7	7	Pink	16b	16	b	6.36	7.434	n	N
437	Belize	7	7	Pink	18a	18	a	7.616	6.782	n	N
438	Belize	7	7	Pink	18b	18	b	5.671	5.591	n	N
439	Belize	7	7	Pink	20a	20	a	7.09	6.719	n	N
440	Belize	7	7	Pink	20b	20	b	6.928	6.606	n	N
441	Belize	7	7	Orange	0a	0	a	7.897	1.189	y	Y
442	Belize	7	7	Orange	0b	0	b	8.055	7.243	y	Y
443	Belize	7	7	Orange	2a	2	a	7.304	7.571	n	N
444	Belize	7	7	Orange	2b	2	b	7.151	7.444	n	N
445	Belize	7	7	Orange	4a	4	a	8.276	7.536	n	N
446	Belize	7	7	Orange	4b	4	b	8.258	7.629	n	N
447	Belize	7	7	Orange	6a	6	a	7.784	7.664	n	N
448	Belize	7	7	Orange	6b	6	b	8.549	8.392	n	N
449	Belize	7	7	Orange	8a	8	a	6.809	6.402	n	N
450	Belize	7	7	Orange	8b	8	b	6.782	6.02	n	N
451	Belize	7	7	Orange	10a	10	a	8.634	7.522	n	N
452	Belize	7	7	Orange	10b	10	b	6.367	5.502	n	N
453	Belize	7	7	Orange	12a	12	a	8.665	7.548	n	N
454	Belize	7	7	Orange	12b	12	b	8.245	6.983	n	N
455	Belize	7	7	Orange	14a	14	a	8.355	7.643	n	N
456	Belize	7	7	Orange	14b	14	b	8.674	5.953	n	N
457	Belize	7	7	Orange	16a	16	a	9.362	10.85	n	N
458	Belize	7	7	Orange	16b	16	b	6.365	6.038	n	N
459	Belize	7	7	Orange	18a	18	a	8.675	8.907	n	N
460	Belize	7	7	Orange	18b	18	b	8.646	8.467	n	N
461	Belize	7	7	Orange	20a	20	a	7.84	9.532	n	N
462	Belize	7	7	Orange	20b	20	b	6.205	6.187	n	N
463	Belize	10	10	Blue	0a	0	a	8.853	2.835	y	Y
464	Belize	10	10	Blue	0b	0	b	6.401	1.268	y	Y
465	Belize	10	10	Blue	2a	2	a	10.963	1.507	y	Y
466	Belize	10	10	Blue	2b	2	b	10.603	1.424	y	Y
467	Belize	10	10	Blue	4a	4	a	7.215	6.48	n	N
468	Belize	10	10	Blue	4b	4	b	9.73	8.693	n	N
469	Belize	10	10	Blue	6a	6	a	11.385	10.067	n	N
470	Belize	10	10	Blue	6b	6	b	7.814	6.996	n	N
471	Belize	10	10	Blue	8a	8	a	7.994	8.035	n	N
472	Belize	10	10	Blue	8b	8	b	8.769	7.573	y	Y
473	Belize	10	10	Blue	10a	10	a	8.794	8.23	n	N
474	Belize	10	10	Blue	10b	10	b	8.653	7.906	n	N
475	Belize	10	10	Blue	12a	12	a	9.469	9.147	n	N
476	Belize	10	10	Blue	12b	12	b	7.409	7.466	n	N
477	Belize	10	10	Blue	14a	14	a	8.948	8.696	n	N
478	Belize	10	10	Blue	14b	14	b	8.35	7.587	n	N
479	Belize	10	10	Blue	16a	16	a	9.389	7.447	n	N
480	Belize	10	10	Blue	16b	16	b	9.752	7.884	n	N
481	Belize	10	10	Blue	18a	18	a	6.21	5.228	n	N
482	Belize	10	10	Blue	18b	18	b	9.129	8.271	n	N
483	Belize	10	10	Blue	20a	20	a	8.821	8.266	n	N
484	Belize	10	10	Blue	20b	20	b	7.908	8.067	n	N
485	Belize	10	10	Pink	0a	0	a	7.736	2.559	y	Y
486	Belize	10	10	Pink	0b	0	b	8.472	5.15	y	Y
487	Belize	10	10	Pink	2a	2	a	7.608	2.195	y	Y
488	Belize	10	10	Pink	2b	2	b	8.499	8.563	y	Y
489	Belize	10	10	Pink	4a	4	a	9.167	9.713	n	N
490	Belize	10	10	Pink	4b	4	b	7.623	7.198	y	Y
491	Belize	10	10	Pink	6a	6	a	7.546	7.816	n	N
492	Belize	10	10	Pink	6b	6	b	6.404	1.077	y	Y
493	Belize	10	10	Pink	8a	8	a	8.24	8.545	n	N
494	Belize	10	10	Pink	8b	8	b	6.557	5.609	y	Y
495	Belize	10	10	Pink	10a	10	a	8.753	6.78	n	N
496	Belize	10	10	Pink	10b	10	b	7.861	9.835	n	N
497	Belize	10	10	Pink	12a	12	a	8.894	10.035	n	N
498	Belize	10	10	Pink	12b	12	b	7.549	9.095	n	N
499	Belize	10	10	Pink	14a	14	a	7.659	8.787	n	N
500	Belize	10	10	Pink	14b	14	b	8.17	9.795	n	N
501	Belize	10	10	Pink	16a	16	a	6.908	5.765	n	N
502	Belize	10	10	Pink	16b	16	b	9.352	8.362	n	N
503	Belize	10	10	Pink	18a	18	a	9.61	8.614	n	N
504	Belize	10	10	Pink	18b	18	b	9.89	9.05	n	N
505	Belize	10	10	Pink	20a	20	a	8.063	7.702	n	N
506	Belize	10	10	Pink	20b	20	b	7.066	6.516	n	N
507	Belize	10	10	Orange	0a	0	a	7.711	8.039	n	N
508	Belize	10	10	Orange	0b	0	b	8.445	8.076	n	N
509	Belize	10	10	Orange	2a	2	a	11.22	9.422	n	N
510	Belize	10	10	Orange	2b	2	b	6.87	8.929	n	N
511	Belize	10	10	Orange	4a	4	a	10.18	1.312	y	Y
512	Belize	10	10	Orange	4b	4	b	9.84	1.37	y	Y
513	Belize	10	10	Orange	6a	6	a	8.78	7.218	n	N
514	Belize	10	10	Orange	6b	6	b	8.66	7.112	n	N
515	Belize	10	10	Orange	8a	8	a	6.3	5.456	n	N
516	Belize	10	10	Orange	8b	8	b	8.32	7.572	n	N
517	Belize	10	10	Orange	10a	10	a	8.88	8.184	n	N
518	Belize	10	10	Orange	10b	10	b	9.29	8.888	n	N
519	Belize	10	10	Orange	12a	12	a	8.25	7.933	n	N
520	Belize	10	10	Orange	12b	12	b	8.18	7.449	n	N
521	Belize	10	10	Orange	14a	14	a	6.3	NA	lost	NA
522	Belize	10	10	Orange	14b	14	b	9.04	NA	lost	NA
523	Belize	10	10	Orange	16a	16	a	6.946	6.673	n	N
524	Belize	10	10	Orange	16b	16	b	9.321	8.256	n	N
525	Belize	10	10	Orange	18a	18	a	9.708	7.136	n	N
526	Belize	10	10	Orange	18b	18	b	10.068	8.271	n	N
527	Belize	10	10	Orange	20a	20	a	8.041	5.518	n	N
528	Belize	10	10	Orange	20b	20	b	7.043	7.847	n	N
529	FloridaKeys	1	11	Blue	0A	0	A	6.851	6.936	n	N
530	FloridaKeys	1	11	Blue	0B	0	B	5.69	5.523	n	N
531	FloridaKeys	1	11	Blue	2A	2	A	6.062	6.095	n	N
532	FloridaKeys	1	11	Blue	2B	2	B	6.197	6.088	n	N
533	FloridaKeys	1	11	Blue	4A	4	A	5.926	5.832	n	N
534	FloridaKeys	1	11	Blue	4B	4	B	5.702	5.62	n	N
535	FloridaKeys	1	11	Blue	6A	6	A	6.492	6.276	n	N
536	FloridaKeys	1	11	Blue	6B	6	B	6.27	6.084	n	N
537	FloridaKeys	1	11	Blue	8A	8	A	5.74	5.754	n	N
538	FloridaKeys	1	11	Blue	8B	8	B	5.269	4.886	n	N
539	FloridaKeys	1	11	Blue	10A	10	A	5.485	5.018	y	Y
540	FloridaKeys	1	11	Blue	10B	10	B	7.225	6.611	n	N
541	FloridaKeys	1	11	Blue	12A	12	A	7.495	7.441	n	N
542	FloridaKeys	1	11	Blue	12B	12	B	6.772	5.82	y	Y
543	FloridaKeys	1	11	Blue	14A	14	A	7.204	6.972	n	N
544	FloridaKeys	1	11	Blue	14B	14	B	6.434	6.242	n	N
545	FloridaKeys	1	11	Blue	16A	16	A	5.723	5.897	n	N
546	FloridaKeys	1	11	Blue	16B	16	B	6.659	6.302	y	Y
547	FloridaKeys	1	11	Blue	18A	18	A	5.906	6.127	n	N
548	FloridaKeys	1	11	Blue	18B	18	B	7.872	7.529	n	N
549	FloridaKeys	1	11	Blue	20A	20	A	5.473	5.538	y	Y
550	FloridaKeys	1	11	Blue	20B	20	B	6.693	5.985	y	Y
551	FloridaKeys	1	11	Orange	0A	0	A	6.959	7.299	n	N
552	FloridaKeys	1	11	Orange	0B	0	B	6.487	5.996	n	N
553	FloridaKeys	1	11	Orange	2A	2	A	6.349	6.779	n	N
554	FloridaKeys	1	11	Orange	2B	2	B	5.854	5.552	n	N
555	FloridaKeys	1	11	Orange	4A	4	A	6.258	4.714	y	Y
556	FloridaKeys	1	11	Orange	4B	4	B	6.918	6.938	n	N
557	FloridaKeys	1	11	Orange	6A	6	A	6.844	6.573	n	N
558	FloridaKeys	1	11	Orange	6B	6	B	6.12	5.934	n	N
559	FloridaKeys	1	11	Orange	8A	8	A	5.981	NA	lost	NA
560	FloridaKeys	1	11	Orange	8B	8	B	8.095	NA	lost	NA
561	FloridaKeys	1	11	Orange	10A	10	A	6.834	6.917	n	N
562	FloridaKeys	1	11	Orange	10B	10	B	6.251	6.18	n	N
563	FloridaKeys	1	11	Orange	12A	12	A	4.915	4.823	n	N
564	FloridaKeys	1	11	Orange	12B	12	B	6.46	6.184	n	N
565	FloridaKeys	1	11	Orange	14A	14	A	5.489	4.952	n	N
566	FloridaKeys	1	11	Orange	14B	14	B	8.7	8.367	n	N
567	FloridaKeys	1	11	Orange	16A	16	A	5.986	7.034	n	N
568	FloridaKeys	1	11	Orange	16B	16	B	6.65	8.366	n	N
569	FloridaKeys	1	11	Orange	18A	18	A	8.779	6.953	n	N
570	FloridaKeys	1	11	Orange	18B	18	B	6.662	6.607	n	N
571	FloridaKeys	1	11	Orange	20A	20	A	7.052	6.944	n	N
572	FloridaKeys	1	11	Orange	20B	20	B	6.992	5.062	n	N
573	FloridaKeys	1	11	Pink	0A	0	A	6.912	6.955	n	N
574	FloridaKeys	1	11	Pink	0B	0	B	6.235	NA	lost	NA
575	FloridaKeys	1	11	Pink	2A	2	A	6.519	6.205	n	N
576	FloridaKeys	1	11	Pink	2B	2	B	7.194	6.82	n	N
577	FloridaKeys	1	11	Pink	4A	4	A	7.108	1.089	y	Y
578	FloridaKeys	1	11	Pink	4B	4	B	6.468	5.836	y	Y
579	FloridaKeys	1	11	Pink	6A	6	A	7.165	5.658	y	Y
580	FloridaKeys	1	11	Pink	6B	6	B	6.715	6.07	y	Y
581	FloridaKeys	1	11	Pink	8A	8	A	6.292	1.547	y	Y
582	FloridaKeys	1	11	Pink	8B	8	B	6.432	6.184	n	N
583	FloridaKeys	1	11	Pink	10A	10	A	6.04	5.733	y	Y
584	FloridaKeys	1	11	Pink	10B	10	B	5.675	5.567	y	Y
585	FloridaKeys	1	11	Pink	12A	12	A	6.643	6.467	n	N
586	FloridaKeys	1	11	Pink	12B	12	B	6.559	6.243	y	Y
587	FloridaKeys	1	11	Pink	14A	14	A	6.658	6.896	y	Y
588	FloridaKeys	1	11	Pink	14B	14	B	6.699	0.949	y	Y
589	FloridaKeys	1	11	Pink	16A	16	A	6.514	5.34	y	Y
590	FloridaKeys	1	11	Pink	16B	16	B	8.202	7.806	y	Y
591	FloridaKeys	1	11	Pink	18A	18	A	8.316	7.715	n	N
592	FloridaKeys	1	11	Pink	18B	18	B	5.186	4.996	n	N
593	FloridaKeys	1	11	Pink	20A	20	A	5.161	4.909	n	N
594	FloridaKeys	1	11	Pink	20B	20	B	5.758	5.602	y	Y
595	FloridaKeys	2	12	Blue	0A	0	A	5.934	1.722	y	Y
596	FloridaKeys	2	12	Blue	0B	0	B	4.824	1.376	y	Y
597	FloridaKeys	2	12	Blue	2A	2	A	6.529	8.165	n	N
598	FloridaKeys	2	12	Blue	2B	2	B	7.456	NA	removed	NA
599	FloridaKeys	2	12	Blue	4A	4	A	5.361	5.563	y	Y
600	FloridaKeys	2	12	Blue	4B	4	B	7.395	6.817	n	N
601	FloridaKeys	2	12	Blue	6A	6	A	6.201	1.947	y	Y
602	FloridaKeys	2	12	Blue	6B	6	B	5.485	0.819	y	Y
603	FloridaKeys	2	12	Blue	8A	8	A	6.069	1.131	y	Y
604	FloridaKeys	2	12	Blue	8B	8	B	5.211	1.384	y	Y
605	FloridaKeys	2	12	Blue	10A	10	A	5.065	0.985	y	Y
606	FloridaKeys	2	12	Blue	10B	10	B	8.685	1.65	y	Y
607	FloridaKeys	2	12	Blue	12A	12	A	5.507	3.631	y	Y
608	FloridaKeys	2	12	Blue	12B	12	B	6.751	2.99	y	Y
609	FloridaKeys	2	12	Blue	14A	14	A	5.363	1.014	y	Y
610	FloridaKeys	2	12	Blue	14B	14	B	6.355	0.915	y	Y
611	FloridaKeys	2	12	Blue	16A	16	A	6.113	3.85	y	Y
612	FloridaKeys	2	12	Blue	16B	16	B	7.806	1.562	y	Y
613	FloridaKeys	2	12	Blue	18A	18	A	7.162	1.873	y	Y
614	FloridaKeys	2	12	Blue	18B	18	B	6.018	1.52	y	Y
615	FloridaKeys	2	12	Blue	20A	20	A	6.304	1.354	y	Y
616	FloridaKeys	2	12	Blue	20B	20	B	6.784	0.896	y	Y
617	FloridaKeys	2	12	Orange	0A	0	A	7.94	7.886	n	N
618	FloridaKeys	2	12	Orange	0B	0	B	6.204	5.745	n	N
619	FloridaKeys	2	12	Orange	2A	2	A	5.894	5.934	n	N
620	FloridaKeys	2	12	Orange	2B	2	B	6.306	5.427	n	N
621	FloridaKeys	2	12	Orange	4A	4	A	5.098	4.592	y	Y
622	FloridaKeys	2	12	Orange	4B	4	B	6.112	5.297	n	N
623	FloridaKeys	2	12	Orange	6A	6	A	5.644	5.575	n	N
624	FloridaKeys	2	12	Orange	6B	6	B	7.088	6.056	y	Y
625	FloridaKeys	2	12	Orange	8A	8	A	6.284	6.355	n	N
626	FloridaKeys	2	12	Orange	8B	8	B	7.303	6.543	n	N
627	FloridaKeys	2	12	Orange	10A	10	A	5.217	5.382	n	N
628	FloridaKeys	2	12	Orange	10B	10	B	7.476	7.116	n	N
629	FloridaKeys	2	12	Orange	12A	12	A	6.301	6.502	n	N
630	FloridaKeys	2	12	Orange	12B	12	B	7.068	6.671	n	N
631	FloridaKeys	2	12	Orange	14A	14	A	5.314	5.559	n	N
632	FloridaKeys	2	12	Orange	14B	14	B	6.977	6.987	n	N
633	FloridaKeys	2	12	Orange	16A	16	A	7.229	6.846	n	N
634	FloridaKeys	2	12	Orange	16B	16	B	6.429	5.519	n	N
635	FloridaKeys	2	12	Orange	18A	18	A	6.35	5.992	y	Y
636	FloridaKeys	2	12	Orange	18B	18	B	5.884	NA	lost (? Or removed)	NA
637	FloridaKeys	2	12	Orange	20A	20	A	4.821	4.965	n	N
638	FloridaKeys	2	12	Orange	20B	20	B	6.522	NA	lost (? Or removed)	NA
639	FloridaKeys	2	12	Pink	0A	0	A	4.84	1.305	y	Y
640	FloridaKeys	2	12	Pink	0B	0	B	5.184	NA	not deployed	NA
641	FloridaKeys	2	12	Pink	2A	2	A	6.065	4.664	y	Y
642	FloridaKeys	2	12	Pink	2B	2	B	6.234	4.591	y	Y
643	FloridaKeys	2	12	Pink	4A	4	A	5.656	1.082	y	Y
644	FloridaKeys	2	12	Pink	4B	4	B	6.785	2.085	y	Y
645	FloridaKeys	2	12	Pink	6A	6	A	5.912	0.914	y	Y
646	FloridaKeys	2	12	Pink	6B	6	B	5.952	2.727	y	Y
647	FloridaKeys	2	12	Pink	8A	8	A	6.218	6.695	y	Y
648	FloridaKeys	2	12	Pink	8B	8	B	7.397	7.059	n	N
649	FloridaKeys	2	12	Pink	10A	10	A	6.641	6.056	n	N
650	FloridaKeys	2	12	Pink	10B	10	B	6.409	4.879	y	Y
651	FloridaKeys	2	12	Pink	12A	12	A	5.432	NA	lost (? Or removed)	NA
652	FloridaKeys	2	12	Pink	12B	12	B	8.499	8.611	n	N
653	FloridaKeys	2	12	Pink	14A	14	A	5.519	2.459	y	Y
654	FloridaKeys	2	12	Pink	14B	14	B	5.462	1.128	y	Y
655	FloridaKeys	2	12	Pink	16A	16	A	6.269	0.883	y	Y
656	FloridaKeys	2	12	Pink	16B	16	B	8.229	1.529	y	Y
657	FloridaKeys	2	12	Pink	18A	18	A	5.72	3.425	y	Y
658	FloridaKeys	2	12	Pink	18B	18	B	9.435	5.442	y	Y
659	FloridaKeys	2	12	Pink	20A	20	A	6.22	1.896	y	Y
660	FloridaKeys	2	12	Pink	20B	20	B	7.045	3.083	y	Y
661	FloridaKeys	3	13	Black	0A	0	A	7.067	NA	removed	NA
662	FloridaKeys	3	13	Black	0B	0	B	6.216	1.068	y	Y
663	FloridaKeys	3	13	Black	2A	2	A	6.443	2.493	y	Y
664	FloridaKeys	3	13	Black	2B	2	B	7.294	1.862	y	Y
665	FloridaKeys	3	13	Black	4A	4	A	5.104	0.614	y	Y
666	FloridaKeys	3	13	Black	4B	4	B	5.496	0.699	y	Y
667	FloridaKeys	3	13	Black	6A	6	A	5.667	1.165	y	Y
668	FloridaKeys	3	13	Black	6B	6	B	5.24	0.732	y	Y
669	FloridaKeys	3	13	Black	8A	8	A	6.587	1.144	y	Y
670	FloridaKeys	3	13	Black	8B	8	B	6.186	0.956	y	Y
671	FloridaKeys	3	13	Black	10A	10	A	7.013	1.175	y	Y
672	FloridaKeys	3	13	Black	10B	10	B	8.399	1.256	y	Y
673	FloridaKeys	3	13	Black	12A	12	A	8.643	1.149	y	Y
674	FloridaKeys	3	13	Black	12B	12	B	6.854	1.131	y	Y
675	FloridaKeys	3	13	Black	14A	14	A	7.568	1.05	y	Y
676	FloridaKeys	3	13	Black	14B	14	B	7.488	1.486	y	Y
677	FloridaKeys	3	13	Black	16A	16	A	7.546	0.931	y	Y
678	FloridaKeys	3	13	Black	16B	16	B	6.099	0.775	y	Y
679	FloridaKeys	3	13	Black	18A	18	A	5.896	NA	removed	NA
680	FloridaKeys	3	13	Black	18B	18	B	6.256	0.828	y	Y
681	FloridaKeys	3	13	Black	20A	20	A	6.052	NA	removed	NA
682	FloridaKeys	3	13	Black	20B	20	B	6.795	1.304	y	Y
683	FloridaKeys	3	13	Green	0A	0	A	6.85	2.211	y	Y
684	FloridaKeys	3	13	Green	0B	0	B	6.987	1.59	y	Y
685	FloridaKeys	3	13	Green	2A	2	A	7.299	2.774	y	Y
686	FloridaKeys	3	13	Green	2B	2	B	6.696	0.742	y	Y
687	FloridaKeys	3	13	Green	4A	4	A	5.921	0.468	y	Y
688	FloridaKeys	3	13	Green	4B	4	B	6.008	0.814	y	Y
689	FloridaKeys	3	13	Green	6A	6	A	7.583	1.067	y	Y
690	FloridaKeys	3	13	Green	6B	6	B	8.006	1.261	y	Y
691	FloridaKeys	3	13	Green	8A	8	A	6.278	0.767	y	Y
692	FloridaKeys	3	13	Green	8B	8	B	6.01	0.624	y	Y
693	FloridaKeys	3	13	Green	10A	10	A	5.208	0.66	y	Y
694	FloridaKeys	3	13	Green	10B	10	B	7.83	1.195	y	Y
695	FloridaKeys	3	13	Green	12A	12	A	6.403	0.858	y	Y
696	FloridaKeys	3	13	Green	12B	12	B	8.171	2.641	y	Y
697	FloridaKeys	3	13	Green	14A	14	A	8.322	1.075	y	Y
698	FloridaKeys	3	13	Green	14B	14	B	8.411	1.649	y	Y
699	FloridaKeys	3	13	Green	16A	16	A	7.227	2.372	y	Y
700	FloridaKeys	3	13	Green	16B	16	B	8.208	2.951	y	Y
701	FloridaKeys	3	13	Green	18A	18	A	7.428	3.2	y	Y
702	FloridaKeys	3	13	Green	18B	18	B	7.002	3.883	y	Y
703	FloridaKeys	3	13	Green	20A	20	A	4.896	2.993	y	Y
704	FloridaKeys	3	13	Green	20B	20	B	5.75	1.466	y	Y
705	FloridaKeys	3	13	White	0A	0	A	7.129	1.081	y	Y
706	FloridaKeys	3	13	White	0B	0	B	8.294	1.345	y	Y
707	FloridaKeys	3	13	White	2A	2	A	6.284	0.269	y	Y
708	FloridaKeys	3	13	White	2B	2	B	6.282	0.653	y	Y
709	FloridaKeys	3	13	White	4A	4	A	8.739	1.714	y	Y
710	FloridaKeys	3	13	White	4B	4	B	7.528	0.912	y	Y
711	FloridaKeys	3	13	White	6A	6	A	9.231	1.201	y	Y
712	FloridaKeys	3	13	White	6B	6	B	5.695	0.758	y	Y
713	FloridaKeys	3	13	White	8A	8	A	7.145	0.751	y	Y
714	FloridaKeys	3	13	White	8B	8	B	5.606	0.675	y	Y
715	FloridaKeys	3	13	White	10A	10	A	7.873	1.157	y	Y
716	FloridaKeys	3	13	White	10B	10	B	8.497	1.333	y	Y
717	FloridaKeys	3	13	White	12A	12	A	8.379	1.747	y	Y
718	FloridaKeys	3	13	White	12B	12	B	8.11	1.544	y	Y
719	FloridaKeys	3	13	White	14A	14	A	6.009	0.694	y	Y
720	FloridaKeys	3	13	White	14B	14	B	5.809	2.99	y	Y
721	FloridaKeys	3	13	White	16A	16	A	6.415	1.271	y	Y
722	FloridaKeys	3	13	White	16B	16	B	5.946	0.871	y	Y
723	FloridaKeys	3	13	White	18A	18	A	6.226	1.072	y	Y
724	FloridaKeys	3	13	White	18B	18	B	5.113	1.056	y	Y
725	FloridaKeys	3	13	White	20A	20	A	7.152	NA	lost	NA
726	FloridaKeys	3	13	White	20B	20	B	6.071	NA	lost	NA
727	FloridaKeys	4	14	Blue	0A	0	A	6.453	3.312	y	Y
728	FloridaKeys	4	14	Blue	0B	0	B	5.5	3.062	y	Y
729	FloridaKeys	4	14	Blue	2A	2	A	7.328	4.76	y	Y
730	FloridaKeys	4	14	Blue	2B	2	B	7.681	3.339	y	Y
731	FloridaKeys	4	14	Blue	4A	4	A	6.181	0	n	N
732	FloridaKeys	4	14	Blue	4B	4	B	7.088	5.175	y	Y
733	FloridaKeys	4	14	Blue	6A	6	A	7.428	0	n	N
734	FloridaKeys	4	14	Blue	6B	6	B	5.127	0	n	N
735	FloridaKeys	4	14	Blue	8A	8	A	7.192	0	n	N
736	FloridaKeys	4	14	Blue	8B	8	B	5.636	0	n	N
737	FloridaKeys	4	14	Blue	10A	10	A	8.88	0	n	N
738	FloridaKeys	4	14	Blue	10B	10	B	6.444	0	n	N
739	FloridaKeys	4	14	Blue	12A	12	A	7.07	0	n	N
740	FloridaKeys	4	14	Blue	12B	12	B	7.481	0	n	N
741	FloridaKeys	4	14	Blue	14A	14	A	6.153	0	n	N
742	FloridaKeys	4	14	Blue	14B	14	B	6.921	0	n	N
743	FloridaKeys	4	14	Blue	16A	16	A	6.367	0	n	N
744	FloridaKeys	4	14	Blue	16B	16	B	7.448	0	n	N
745	FloridaKeys	4	14	Blue	18A	18	A	7.099	0	n	N
746	FloridaKeys	4	14	Blue	18B	18	B	7.993	0	n	N
747	FloridaKeys	4	14	Blue	20A	20	A	9.617	0	n	N
748	FloridaKeys	4	14	Blue	20B	20	B	6.556	0	n	N
749	FloridaKeys	4	14	Orange	0A	0	A	7.026	0	n	N
750	FloridaKeys	4	14	Orange	0B	0	B	6.363	0	n	N
751	FloridaKeys	4	14	Orange	2A	2	A	7.072	4.976	y	Y
752	FloridaKeys	4	14	Orange	2B	2	B	6.129	0	n	N
753	FloridaKeys	4	14	Orange	4A	4	A	6.371	0	n	N
754	FloridaKeys	4	14	Orange	4B	4	B	6.418	0	n	N
755	FloridaKeys	4	14	Orange	6A	6	A	5.753	0	n	N
756	FloridaKeys	4	14	Orange	6B	6	B	6.181	0	n	N
757	FloridaKeys	4	14	Orange	8A	8	A	7.673	0	n	N
758	FloridaKeys	4	14	Orange	8B	8	B	7.108	0	n	N
759	FloridaKeys	4	14	Orange	10A	10	A	8.914	0	n	N
760	FloridaKeys	4	14	Orange	10B	10	B	6.757	0	n	N
761	FloridaKeys	4	14	Orange	12A	12	A	6.256	0	n	N
762	FloridaKeys	4	14	Orange	12B	12	B	7.481	0	n	N
763	FloridaKeys	4	14	Orange	14A	14	A	5.28	0	n	N
764	FloridaKeys	4	14	Orange	14B	14	B	7.25	0	n	N
765	FloridaKeys	4	14	Orange	16A	16	A	6.464	0	n	N
766	FloridaKeys	4	14	Orange	16B	16	B	8.191	0	n	N
767	FloridaKeys	4	14	Orange	18A	18	A	6.404	0	n	N
768	FloridaKeys	4	14	Orange	18B	18	B	6.082	0	n	N
769	FloridaKeys	4	14	Orange	20A	20	A	8.232	0	n	N
770	FloridaKeys	4	14	Orange	20B	20	B	7.39	0	n	N
771	FloridaKeys	4	14	Pink	0A	0	A	6.766	0	n	N
772	FloridaKeys	4	14	Pink	0B	0	B	6.996	0	n	N
773	FloridaKeys	4	14	Pink	2A	2	A	5.094	0	n	N
774	FloridaKeys	4	14	Pink	2B	2	B	5.932	0	n	N
775	FloridaKeys	4	14	Pink	4A	4	A	6.063	0	n	N
776	FloridaKeys	4	14	Pink	4B	4	B	7.035	0	n	N
777	FloridaKeys	4	14	Pink	6A	6	A	6.808	0	n	N
778	FloridaKeys	4	14	Pink	6B	6	B	5.843	0	n	N
779	FloridaKeys	4	14	Pink	8A	8	A	6.089	0	n	N
780	FloridaKeys	4	14	Pink	8B	8	B	5.163	0	n	N
781	FloridaKeys	4	14	Pink	10A	10	A	7.826	0	n	N
782	FloridaKeys	4	14	Pink	10B	10	B	5.95	0	n	N
783	FloridaKeys	4	14	Pink	12A	12	A	8.692	0	n	N
784	FloridaKeys	4	14	Pink	12B	12	B	8.703	0	n	N
785	FloridaKeys	4	14	Pink	14A	14	A	7.488	0	n	N
786	FloridaKeys	4	14	Pink	14B	14	B	6.869	0	n	N
787	FloridaKeys	4	14	Pink	16A	16	A	8.453	0	n	N
788	FloridaKeys	4	14	Pink	16B	16	B	6.672	0	n	N
789	FloridaKeys	4	14	Pink	18A	18	A	7.858	1.193	y	Y
790	FloridaKeys	4	14	Pink	18B	18	B	8.244	1.211	y	Y
791	FloridaKeys	4	14	Pink	20A	20	A	6.715	0	n	N
792	FloridaKeys	4	14	Pink	20B	20	B	9.523	0	n	N
793	FloridaKeys	5	15	Black	0A	0	A	5.56	NA	lost (? Or removed)	NA
794	FloridaKeys	5	15	Black	0B	0	B	6.228	NA	lost (? Or removed)	NA
795	FloridaKeys	5	15	Black	2A	2	A	7.913	8.113	n	N
796	FloridaKeys	5	15	Black	2B	2	B	5.438	6.423	n	N
797	FloridaKeys	5	15	Black	4A	4	A	5.079	5.809	n	N
798	FloridaKeys	5	15	Black	4B	4	B	5.679	6.401	n	N
799	FloridaKeys	5	15	Black	6A	6	A	5.562	6.734	n	N
800	FloridaKeys	5	15	Black	6B	6	B	7.197	7.927	n	N
801	FloridaKeys	5	15	Black	8A	8	A	4.959	5.745	n	N
802	FloridaKeys	5	15	Black	8B	8	B	5.329	5.247	n	N
803	FloridaKeys	5	15	Black	10A	10	A	6.185	6.251	n	N
804	FloridaKeys	5	15	Black	10B	10	B	7.379	7.303	n	N
