Record.Num	Patch.Num	UniquePatch.Num	Patch.CT	Transect	Month	Day 	Year	Time	Heading	Visibility_ft	Observer	Species.Ident 	T1.10_15	T1.15_20	T1.20_25	T1.25_30	T1.30	T1_Unknown	T2.0_5	T2.5_10	T2.10_15	T2.15_20	T2.20_25	T2.25_30	T2.30	T2.Unknown	Notes
624	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Yellow (M. martinicus)															
625	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Spotted (P. maculatus)															
626	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Grunts															
627	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Bluestriped (Haemulon sciurus)	3							4	2						
628	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Spanish (H. macrostomum)															
629	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Striped (H. striatum)															
630	2	2	Belize	2	6	7	16	1400	120	NA	Bart	White (H. plumieri)								2							
631	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Caesar (H. carbonarium)															
632	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Cottonwick (H. melanurum)															
633	2	2	Belize	2	6	7	16	1400	120	NA	Bart	French (H. flavolineatum)								5							
634	2	2	Belize	2	6	7	16	1400	120	NA	Bart	Harlequin  Bass (Serranusti grinus)															
635	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Serranids															
636	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Nassau Grouper (E. striatus)															
637	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Graysby (C. cruentatus)								2							
638	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Red Hind (E. guttatus)															
639	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Rock Hind (E. adscensionis)															
640	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Coney (C. fulvus)															
641	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Hamlets (Hypoplectrus spp)							1								
642	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Silvery															
643	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Bar Jack (C. ruber)									1	1					
644	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Horse-eyed jacks (C. latus)															
645	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Crevalle jack (C. hippos)															
646	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Permit (Trachinotus falcatus)															
647	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Houndfish (Tylosurus crocodilus)		1													
648	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Barracuda (Sphyraena barracuda)			1												
649	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Mullets (Mugil spp.)															
650	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Chubs (Kyposus spp.)															
651	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Porgy (Calamus spp.)	1														
652	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Surgeonfish															
653	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Ocean surgeonfish (A. bahanius)							2	1							
654	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Doctorfish (A. chirurgus)															
655	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Blue tang (A. coeruleus)															
656	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Sandtile Fish 															
657	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Squirrelfish (Holocentrus spp.)															
658	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Lionfish (Pterois volitans)															
659	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Trunkfish															
660	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Snappers															
661	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Mutton snapper (Lutjanus analis)															
662	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Gray snapper (L. griseus)															
663	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Dog snapper (L. jocu)															
664	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Schoolmaster (L. apodus)															
665	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Yellowtail snapper (O.chrysurus)	1														
666	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Mahogony Snapper			1												
667	2	2	Belize	3	6	14	16	NA	390	NA	Bart	"Puffers, Triggers, Filefish"															
668	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Sharpnose puffer															
669	2	2	Belize	3	6	14	16	NA	390	NA	Bart	 (C. rostrata)															
670	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Balloon (D. holocanthus)															
671	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Porcupine (D. hystrix)															
672	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Queen trigger (Balistes vetula)	1	1													
673	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Gray trigger (B. capriscus)															
674	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Black durgon (Melicthys niger)															
675	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Orangepotted file (C. pullus)															
676	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Whitespotted file(C. macrocerus)															
677	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Butterflyfish								2							
678	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Longsnout BFF (C. aculeatus)															
679	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Foureyebff (C. capistratus)															
680	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Spotfinbff(C. ocellatus)															
681	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Bandedbff (C. striatus)															
682	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Reef bff(C. sedentarius)															
683	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Parrotfish	1	1					15	2		1					
684	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Stoplight Ter ((Sp. viride) Int.)	5								2	1					
685	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Princess Ter.															
686	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Striped Ter.								4							
687	2	2	Belize	3	6	14	16	NA	390	NA	Bart	RedbandTer.							1	5	2						
688	2	2	Belize	3	6	14	16	NA	390	NA	Bart	RedtailTer.															
689	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Yellowtail Ter.															
690	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Green-blotch Ter.															
691	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Damselfishes &Chromis							3								
692	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Sergeant major (A. saxatilis)															
693	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Blue chromis															
694	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Brown chromis (C. multilineata)															
695	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Yellowtail damsel (M. chrusurus)															
696	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Beaugregory															
697	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Bicolor damsel															
698	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Threespot damsel															
699	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Dusky damsel							48								
700	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Cocoa Damsel 							2								
701	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Angelfishes															
702	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Grey (P. arcuatus)															
703	2	2	Belize	3	6	14	16	NA	390	NA	Bart	French															
704	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Hawkfish (A. pinos)															
705	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Trumpetfish (A. maculates)															
706	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Wrasses							4								
707	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Hogfish (L. maximus)															
708	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Spanish hogfish (B. rufus)															
709	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Puddingwife (H. radiatus)															
710	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Creole wrasse (C. parrai)															
711	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Yellowhead (H. garnoti)							1	1							
712	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Slipperydick (H. bivittatus)															
713	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Bluehead (T. bifasciatum)															
714	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Clown wrasse (H. maculipinna)															
715	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Goatfishes								1							
716	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Yellow (M. martinicus)															
717	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Spotted (P. maculatus)															
718	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Grunts															
719	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Bluestriped (Haemulon sciurus)								1	2						
720	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Spanish (H. macrostomum)															
721	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Striped (H. striatum)															
722	2	2	Belize	3	6	14	16	NA	390	NA	Bart	White (H. plumieri)	1							2	1						
723	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Caesar (H. carbonarium)															
724	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Cottonwick (H. melanurum)															
725	2	2	Belize	3	6	14	16	NA	390	NA	Bart	French (H. flavolineatum)															
726	2	2	Belize	3	6	14	16	NA	390	NA	Bart	Harlequin  Bass (Serranusti grinus)															
727	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Serranids															
728	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Nassau Grouper (E. striatus)															
729	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Graysby (C. cruentatus)								2							
730	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Red Hind (E. guttatus)															
731	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Rock Hind (E. adscensionis)															
732	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Coney (C. fulvus)															
733	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Hamlets (Hypoplectrus spp)															
734	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Silvery															
735	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Bar Jack (C. ruber)								1							
736	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Horse-eyed jacks (C. latus)															
737	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Crevalle jack (C. hippos)															
738	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Permit (Trachinotus falcatus)											1				
739	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Houndfish (Tylosurus crocodilus)															
740	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Barracuda (Sphyraena barracuda)															
741	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Mullets (Mugil spp.)															
742	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Chubs (Kyposus spp.)															
743	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Porgy (Calamus spp.)	1														
744	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Surgeonfish															
745	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Ocean surgeonfish (A. bahanius)															
746	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Doctorfish (A. chirurgus)															
747	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Blue tang (A. coeruleus)															
748	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Sandtile Fish 											1				
749	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Squirrelfish (Holocentrus spp.)							1	1	1						
750	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Lionfish (Pterois volitans)															
751	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Snappers															
752	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Mutton snapper (Lutjanus analis)															
753	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Gray snapper (L. griseus)															
754	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Dog snapper (L. jocu)															
755	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Schoolmaster (L. apodus)	1									1					
756	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Yellowtail snapper (O.chrysurus)															
757	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Mahogany Snapper	1														
758	2	2	Belize	4	6	20	16	1600	140	NA	Bart	"Puffers, Triggers, Filefish"															
759	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Sharpnose puffer															
760	2	2	Belize	4	6	20	16	1600	140	NA	Bart	 (C. rostrata)															
761	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Balloon (D. holocanthus)															
762	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Porcupine (D. hystrix)															
763	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Queen trigger (Balistes vetula)	3	2													
764	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Gray trigger (B. capriscus)															
765	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Black durgon (Melicthys niger)															
766	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Orangepotted file (C. pullus)															
767	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Whitespotted file(C. macrocerus)															
768	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Butterflyfish															
769	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Longsnout BFF (C. aculeatus)															
770	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Foureyebff (C. capistratus)							2								
771	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Spotfinbff(C. ocellatus)															
772	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Bandedbff (C. striatus)															
773	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Reef bff(C. sedentarius)															
774	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Parrotfish							1	1							
775	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Stoplight Ter ((Sp. viride) Int.)	4	1							1	1					
776	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Princess Ter.															
777	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Striped Ter.								4							
778	2	2	Belize	4	6	20	16	1600	140	NA	Bart	RedbandTer.	2							1	1						
779	2	2	Belize	4	6	20	16	1600	140	NA	Bart	RedtailTer.															
780	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Yellowtail Ter.	2														
781	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Green-blotch Ter.															
782	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Damselfishes &Chromis															
783	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Sergeant major (A. saxatilis)															
784	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Blue chromis															
785	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Brown chromis (C. multilineata)															
786	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Yellowtail damsel (M. chrusurus)															
787	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Beaugregory															
788	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Bicolor damsel															
789	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Threespot damsel															
790	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Dusky damsel							77								
791	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Cocoa Damsel 							2								
792	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Angelfishes															
793	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Grey (P. arcuatus)															
794	2	2	Belize	4	6	20	16	1600	140	NA	Bart	French															
795	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Hawkfish (A. pinos)															
796	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Trumpetfish (A. maculates)															
797	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Wrasses							3								
798	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Hogfish (L. maximus)															
799	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Spanish hogfish (B. rufus)															
800	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Puddingwife (H. radiatus)															
801	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Creole wrasse (C. parrai)															
802	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Yellowhead (H. garnoti)									1						
803	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Slipperydick (H. bivittatus)															
804	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Bluehead (T. bifasciatum)															
805	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Clown wrasse (H. maculipinna)															
806	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Goatfishes															
807	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Yellow (M. martinicus)															
808	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Spotted (P. maculatus)															
809	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Grunts															
810	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Bluestriped (Haemulon sciurus)	8	1					9	11	6	2					
811	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Spanish (H. macrostomum)															
812	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Striped (H. striatum)															
813	2	2	Belize	4	6	20	16	1600	140	NA	Bart	White (H. plumieri)															
814	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Caesar (H. carbonarium)															
815	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Cottonwick (H. melanurum)															
816	2	2	Belize	4	6	20	16	1600	140	NA	Bart	French (H. flavolineatum)							31	2							
817	2	2	Belize	4	6	20	16	1600	140	NA	Bart	Harlequin  Bass (Serranusti grinus)															
818	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Serranids															
819	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Nassau Grouper (E. striatus)															
820	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Graysby (C. cruentatus)								1							
821	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Red Hind (E. guttatus)															
822	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Rock Hind (E. adscensionis)															
823	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Coney (C. fulvus)															
824	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Hamlets (Hypoplectrus spp)															
825	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Silvery															
826	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Bar Jack (C. ruber)								3							
827	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Horse-eyed jacks (C. latus)															
828	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Crevalle jack (C. hippos)															
829	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Permit (Trachinotus falcatus)															
830	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Houndfish (Tylosurus crocodilus)															
831	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Barracuda (Sphyraena barracuda)															
832	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Mullets (Mugil spp.)															
833	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Chubs (Kyposus spp.)															
834	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Porgy (Calamus spp.)	2	2													
835	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Surgeonfish															
836	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Ocean surgeonfish (A. bahanius)								2							
837	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Doctorfish (A. chirurgus)															
838	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Blue tang (A. coeruleus)															
839	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Sandtile Fish 			1												
840	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Squirrelfish (Holocentrus spp.)								1							
841	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Lionfish (Pterois volitans)															
842	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Snappers															
843	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Mutton snapper (Lutjanus analis)															
844	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Gray snapper (L. griseus)															
845	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Dog snapper (L. jocu)															
846	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Schoolmaster (L. apodus)															
847	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Yellowtail snapper (O.chrysurus)															
848	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Mahogany snapper	2														
849	2	2	Belize	5	6	21	16	1400	0	NA	Bart	"Puffers, Triggers, Filefish"															
850	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Sharpnose puffer															
851	2	2	Belize	5	6	21	16	1400	0	NA	Bart	 (C. rostrata)															
852	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Balloon (D. holocanthus)															
853	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Porcupine (D. hystrix)															
854	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Queen trigger (Balistes vetula)															
855	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Gray trigger (B. capriscus)															
856	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Black durgon (Melicthys niger)															
857	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Orangepotted file (C. pullus)															
858	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Whitespotted file(C. macrocerus)															
859	2	2	Belize	5	6	21	16	1400	0	NA	Bart	trunkfish										1					
860	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Butterflyfish															
861	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Longsnout BFF (C. aculeatus)															
862	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Foureyebff (C. capistratus)															
863	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Spotfinbff(C. ocellatus)															
864	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Bandedbff (C. striatus)															
865	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Reef bff(C. sedentarius)															
866	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Parrotfish								4	1						
867	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Stoplight Ter ((Sp. viride) Int.)	2														
868	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Princess Ter.															
869	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Striped Ter.	1							3							
870	2	2	Belize	5	6	21	16	1400	0	NA	Bart	RedbandTer.								5	2						
871	2	2	Belize	5	6	21	16	1400	0	NA	Bart	RedtailTer.	3														
872	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Yellowtail Ter.															
873	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Green-blotch Ter.															
874	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Damselfishes &Chromis							9								
875	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Sergeant major (A. saxatilis)															
876	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Blue chromis															
877	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Brown chromis (C. multilineata)															
878	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Yellowtail damsel (M. chrusurus)															
879	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Beaugregory															
880	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Bicolor damsel															
881	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Threespot damsel															
882	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Dusky damsel							56								
883	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Cocoa Damsel 															
884	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Angelfishes															
885	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Grey (P. arcuatus)									1						
886	2	2	Belize	5	6	21	16	1400	0	NA	Bart	French															
887	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Hawkfish (A. pinos)															
888	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Trumpetfish (A. maculates)															
889	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Wrasses							28	1							
890	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Hogfish (L. maximus)															
891	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Spanish hogfish (B. rufus)															
892	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Puddingwife (H. radiatus)															
893	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Creole wrasse (C. parrai)															
894	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Yellowhead (H. garnoti)								1							
895	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Slipperydick (H. bivittatus)								1							
896	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Bluehead (T. bifasciatum)															
897	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Clown wrasse (H. maculipinna)															
898	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Goatfishes															
899	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Yellow (M. martinicus)															
900	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Spotted (P. maculatus)															
901	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Grunts															
902	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Bluestriped (Haemulon sciurus)	9							6	7						
903	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Spanish (H. macrostomum)															
904	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Striped (H. striatum)															
905	2	2	Belize	5	6	21	16	1400	0	NA	Bart	White (H. plumieri)															
906	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Caesar (H. carbonarium)															
907	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Cottonwick (H. melanurum)									1						
908	2	2	Belize	5	6	21	16	1400	0	NA	Bart	French (H. flavolineatum)								3							
909	2	2	Belize	5	6	21	16	1400	0	NA	Bart	Harlequin  Bass (Serranusti grinus)															
910	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Serranids															
911	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Nassau Grouper (E. striatus)															
912	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Graysby (C. cruentatus)															
913	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Red Hind (E. guttatus)															
914	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Rock Hind (E. adscensionis)															
915	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Coney (C. fulvus)															
916	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Hamlets (Hypoplectrus spp)															
917	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Silvery															
918	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Bar Jack (C. ruber)															
919	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Horse-eyed jacks (C. latus)															
920	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Crevalle jack (C. hippos)															
921	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Permit (Trachinotus falcatus)															
922	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Houndfish (Tylosurus crocodilus)															
923	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Barracuda (Sphyraena barracuda)					2										
924	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Mullets (Mugil spp.)															
925	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Chubs (Kyposus spp.)															
926	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Porgy (Calamus spp.)															
927	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Surgeonfish		1													
928	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Ocean surgeonfish (A. bahanius)															
929	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Doctorfish (A. chirurgus)															
930	3	3	Belize	1	6	16	16	1615	160	NA	Audrey	Blue tang (A. coeruleus)															
